iter	Logloss
315	0.2420828498
316	0.2415307102
317	0.2412739985
318	0.2409793075
319	0.2405188786
320	0.2401464406
321	0.2399281134
322	0.2393979961
323	0.239053866
324	0.2388775848
325	0.2385072376
326	0.2381315025
327	0.237874439
328	0.2375154886
329	0.2371296633
330	0.2369074282
331	0.2365305637
332	0.2361587956
333	0.2358366694
334	0.2356459168
335	0.2353304406
336	0.2350124548
337	0.23462845
338	0.2340231526
339	0.2339056288
340	0.2336816207
341	0.2331852517
342	0.2327988133
343	0.232308463
344	0.2321194291
345	0.2317555329
346	0.2315166887
347	0.2311874429
348	0.2308463791
349	0.230450398
350	0.2300508156
351	0.2296450456
352	0.2294224674
353	0.2290231955
354	0.2286816327
355	0.2282418441
356	0.2279075284
357	0.2275279888
358	0.2272176047
359	0.2269072747
360	0.2266291921
361	0.2262706169
362	0.2260781025
363	0.2256686456
364	0.2253878139
365	0.2251965249
366	0.2249418716
367	0.2246441601
368	0.2243704476
369	0.2238881807
370	0.2236810599
371	0.22349917
372	0.2231397767
373	0.2225358976
374	0.2220832002
375	0.2217164677
376	0.2214382657
377	0.2210422326
378	0.2205319961
379	0.2203244264
380	0.2198109501
381	0.219496972
382	0.218959111
383	0.2186640172
384	0.2184235423
385	0.2180014367
386	0.2177931414
387	0.2174978025
388	0.2173115034
389	0.2170400306
390	0.2166985103
391	0.2163305505
392	0.2160576843
393	0.2159509762
394	0.2157795014
395	0.2156243731
396	0.2152728015
397	0.2149423507
398	0.2147025826
399	0.2145239629
400	0.2142162102
401	0.2139212519
402	0.2137219802
403	0.213443242
404	0.2132446387
405	0.213039855
406	0.2128158213
407	0.2124891492
408	0.2121108582
409	0.2118985649
410	0.211730153
411	0.211667795
412	0.2114370528
413	0.2112424322
414	0.2108323669
415	0.2104864539
416	0.2102757082
417	0.2100499275
418	0.2098181095
419	0.2095120932
420	0.2093505806
421	0.2091321058
422	0.2088607639
423	0.2083830799
424	0.2080685603
425	0.207747335
426	0.2073930458
427	0.2069111527
428	0.2067393447
429	0.2063779358
430	0.2059546084
431	0.2056717939
432	0.2053554594
433	0.2051231899
434	0.204881807
435	0.2045950676
436	0.2043237457
437	0.2040593532
438	0.2037574384
439	0.2036331766
440	0.2035040899
441	0.2031577079
442	0.2029184932
443	0.2027131239
444	0.2025278503
445	0.2022805268
446	0.2020064086
447	0.2018611408
448	0.2016655532
449	0.2013837035
450	0.2011373697
451	0.2009443796
452	0.2008640748
453	0.2006944167
454	0.2004467366
455	0.2000379147
456	0.1997421139
457	0.1994047707
458	0.1992210135
459	0.1990124326
460	0.1986767705
461	0.1983127735
462	0.1980729539
463	0.1979292635
464	0.1977577062
465	0.1975236941
466	0.1973315817
467	0.1970870396
468	0.1967424867
469	0.1965662774
470	0.196261599
471	0.1960241566
472	0.1958665031
473	0.1956096389
474	0.1952991263
475	0.1950841824
476	0.1949042598
477	0.1947026645
478	0.194483598
479	0.1941015962
480	0.1937529567
481	0.1935020711
482	0.1933257777
483	0.192973925
484	0.1928082981
485	0.1924600407
486	0.1923412783
487	0.1920629544
488	0.1918617562
489	0.1916583086
490	0.191405346
491	0.1912315614
492	0.1908971138
493	0.1907162183
494	0.1904568298
495	0.1902463613
496	0.1899353504
497	0.1896786997
498	0.189548022
499	0.189421077
500	0.1891269028
501	0.1888402406
502	0.188567184
503	0.1884132823
504	0.1883219453
505	0.1880148579
506	0.1877492349
507	0.1875570355
508	0.1873256116
509	0.1871120425
510	0.1869495125
511	0.1867067192
512	0.1864675154
513	0.186232806
514	0.1860589602
515	0.1856988901
516	0.18558706
517	0.1853498956
518	0.1851877707
519	0.184917053
520	0.1848448435
521	0.1846008749
522	0.1844244099
523	0.1841459017
524	0.18381489
525	0.183422819
526	0.183206394
527	0.1829625365
528	0.1825972442
529	0.1823860845
530	0.1821964182
531	0.1819576718
532	0.181721936
533	0.1815464547
534	0.1812796795
535	0.1810586808
536	0.1808283541
537	0.1806486559
538	0.1804126357
539	0.1800814698
540	0.1798976233
541	0.1797292636
542	0.1794389146
543	0.1793835062
544	0.1792345539
545	0.1788901892
546	0.1787146482
547	0.1784899721
548	0.1782648609
549	0.1779321215
550	0.1776829408
551	0.177546466
552	0.1773865524
553	0.1770513691
554	0.1768232853
555	0.1767352542
556	0.1764827204
557	0.1761907908
558	0.175998574
559	0.1758637046
560	0.1756789123
561	0.1754702044
562	0.1753010301
563	0.1751030871
564	0.1749115887
565	0.1746821743
566	0.1745322339
567	0.1743552004
568	0.1741634142
569	0.173988081
570	0.1735849998
571	0.1734107397
572	0.1733086887
573	0.1730557047
574	0.172740957
575	0.1724878773
576	0.1722775379
577	0.1720902658
578	0.172001866
579	0.1717166173
580	0.1715631835
581	0.1714798115
582	0.171243486
583	0.1710278924
584	0.1707244142
585	0.1704925233
586	0.1703081425
587	0.1700894802
588	0.1699170068
589	0.1696974179
590	0.1694123192
591	0.1692014915
592	0.1689977116
593	0.1688410841
594	0.1686191493
595	0.1684520611
596	0.1682117728
597	0.1680037232
598	0.1677638058
599	0.1675190462
600	0.1673571567
601	0.1670742978
602	0.1668561608
603	0.1666753725
604	0.166469001
605	0.1662374437
606	0.1660639849
607	0.165886751
608	0.1656346814
609	0.1653041277
610	0.1652892918
611	0.1651743793
612	0.1649491924
613	0.16462437
614	0.1645740706
615	0.1643931623
616	0.1641660635
617	0.163927981
618	0.1637407777
619	0.163600797
620	0.163396827
621	0.1631922463
622	0.1628904255
623	0.1627523177
624	0.1624281997
625	0.1622242091
626	0.1620589467
627	0.161832879
628	0.1615406515
629	0.1613191765
630	0.1612452491
631	0.160974134
632	0.1607166115
633	0.1604576708
634	0.160416312
635	0.1602220626
636	0.1601776007
637	0.1599262888
638	0.1597031676
639	0.1595112502
640	0.15941424
641	0.1591874335
642	0.1589177833
643	0.1587812059
644	0.1585002475
645	0.1582605055
646	0.1580192277
647	0.1576959624
648	0.1574558767
649	0.1572497825
650	0.1570550139
651	0.1568326632
652	0.1566994642
653	0.1565350715
654	0.1563905949
655	0.1562791878
656	0.1560308558
657	0.155859764
658	0.1555706778
659	0.1553238828
660	0.1551026881
661	0.1548803747
662	0.1547244503
663	0.154600586
664	0.1543877735
665	0.1542208631
666	0.1541332818
667	0.1539335745
668	0.153844978
669	0.1536455066
670	0.1533990818
671	0.1532704329
672	0.1530783853
673	0.1528872494
674	0.152699702
675	0.1525242652
676	0.1522751401
677	0.1520523354
678	0.1519266564
679	0.1517080225
680	0.1515056545
681	0.1513864798
682	0.1513038138
683	0.1511768476
684	0.1510240518
685	0.1508842968
686	0.150782488
687	0.1505214837
688	0.1503161335
689	0.1501422137
690	0.1499806544
691	0.1498443049
692	0.1496774387
693	0.1494338647
694	0.1492725185
695	0.1490623796
696	0.1488064682
697	0.1485760269
698	0.1483277649
699	0.1481523562
700	0.1480254393
701	0.1479501481
702	0.1476899002
703	0.1475235994
704	0.1473800068
705	0.1471940708
706	0.1470085001
707	0.146775281
708	0.1466014986
709	0.1465312678
710	0.1463686635
711	0.1461868582
712	0.146065837
713	0.1458104064
714	0.1455813757
715	0.145502445
716	0.145393833
717	0.1452706852
718	0.1450174376
719	0.1448609815
720	0.1447790228
721	0.1447258097
722	0.1443614073
723	0.1441454236
724	0.1439746689
725	0.1438115828
726	0.1437299887
727	0.1436232123
728	0.1434877415
729	0.1432851964
730	0.1431127414
731	0.142967224
732	0.1428614614
733	0.1426122216
734	0.1423620694
735	0.1421221361
736	0.1419583469
737	0.1417913316
738	0.1417009432
739	0.1415237528
740	0.1413479216
741	0.1410914613
742	0.1409068948
743	0.1407770092
744	0.1405640892
745	0.1402522459
746	0.140083913
747	0.1398230461
748	0.139551604
749	0.1393266872
750	0.1390390034
751	0.138911581
752	0.1387680256
753	0.1386021039
754	0.1384818273
755	0.1382623551
756	0.1380697835
757	0.1379075643
758	0.1378306344
759	0.1377697982
760	0.1375124875
761	0.1373122473
762	0.1370856419
763	0.1369093381
764	0.1368091834
765	0.1366716894
766	0.1365792838
767	0.136523325
768	0.1363501062
769	0.1361928094
770	0.1360832405
771	0.1359066128
772	0.1356432263
773	0.1354329884
774	0.1352202304
775	0.1351474354
776	0.1350860487
777	0.1349363346
778	0.1347836468
779	0.134627306
780	0.1343552259
781	0.1341380077
782	0.1340272217
783	0.1339013398
784	0.1338129457
785	0.1336222294
786	0.133471271
787	0.1333112111
788	0.1331715104
789	0.1329871609
790	0.1328079633
791	0.1326771512
792	0.1325354258
793	0.1324853876
794	0.132424353
795	0.1323007528
796	0.1321377075
797	0.1320451148
798	0.1317624942
799	0.1315246351
800	0.1314242216
801	0.1312581025
802	0.1311456749
803	0.1309617924
804	0.1307159579
805	0.1305360848
806	0.1304202876
807	0.130203526
808	0.1300104444
809	0.1298153206
810	0.1297938793
811	0.129636895
812	0.1295717819
813	0.1293974737
814	0.1292180827
815	0.1290926547
816	0.1290554415
817	0.1290373869
818	0.1288812842
819	0.128652396
820	0.1284252745
821	0.1282492466
822	0.1281117464
823	0.1279697438
824	0.1279236188
825	0.1276261429
826	0.1274068854
827	0.1272667677
828	0.1272209763
829	0.1271026102
830	0.126835549
831	0.1265891486
832	0.1265393975
833	0.1264462902
834	0.1261747229
835	0.1260427875
836	0.1258339159
837	0.1255451839
838	0.125370306
839	0.1251900953
840	0.1251027242
841	0.1248919291
842	0.1247280812
843	0.1246190314
844	0.1244958417
845	0.1244070163
846	0.1241680014
847	0.1240724341
848	0.1239270981
849	0.1237717096
850	0.1236199757
851	0.123529477
852	0.1235036526
853	0.1233799454
854	0.1232028296
855	0.1231002524
856	0.1229166489
857	0.1228703612
858	0.1226963167
859	0.1224580396
860	0.122334719
861	0.1222240965
862	0.1221383605
863	0.1219099629
864	0.1217703826
865	0.1216488763
866	0.1214518865
867	0.1212856053
868	0.1211664875
869	0.1210369933
870	0.1209395307
871	0.1208532856
872	0.1207690524
873	0.1206060749
874	0.1205574856
875	0.1204974276
876	0.1203789094
877	0.1202390588
878	0.1200676305
879	0.1197967066
880	0.1196299787
881	0.1195293471
882	0.1193673313
883	0.1192015533
884	0.119154643
885	0.1191065845
886	0.1188158071
887	0.1187013146
888	0.1185920176
889	0.1184779262
890	0.118340318
891	0.1182008634
892	0.1179881751
893	0.1177637271
894	0.1175880144
895	0.1174182849
896	0.1173104509
897	0.1171553677
898	0.1169578657
899	0.116734926
900	0.1165738339
901	0.1164959951
902	0.1164222841
903	0.1163230993
904	0.1161927316
905	0.1160351679
906	0.1158999749
907	0.1157149318
908	0.1156809218
909	0.1155398155
910	0.1154021682
911	0.1152510011
912	0.1150825311
913	0.1149372241
914	0.114864407
915	0.1147871957
916	0.1146500054
917	0.1145473439
918	0.1143175814
919	0.1141753567
920	0.1141004784
921	0.1139983549
922	0.1137995458
923	0.1136581472
924	0.1135147313
925	0.1134141623
926	0.1131680685
927	0.1130513215
928	0.1128577138
929	0.1127639723
930	0.1125683231
931	0.1123614305
932	0.1122298204
933	0.1121055565
934	0.1119537749
935	0.1118482079
936	0.111780982
937	0.1115893902
938	0.1114911365
939	0.1113316401
940	0.1112172563
941	0.111152567
942	0.1110535927
943	0.1109245386
944	0.1108689378
945	0.1107580641
946	0.1106434394
947	0.110470956
948	0.1103248547
949	0.1102085595
950	0.1100561857
951	0.1100198236
952	0.109832249
953	0.1097132428
954	0.1096127605
955	0.1095587187
956	0.1094368401
957	0.109294255
958	0.1091269192
959	0.1089563143
960	0.108770529
961	0.108673365
962	0.1086102486
963	0.1085243155
964	0.1084443452
965	0.1082797369
966	0.1081386249
967	0.1080572583
968	0.1079509207
969	0.1077903509
970	0.107585715
971	0.1075560796
972	0.1074260248
973	0.1073120657
974	0.1072134233
975	0.1070693107
976	0.1069825489
977	0.1069672676
978	0.10684115
979	0.1066609616
980	0.1065223493
981	0.1063947809
982	0.1063288737
983	0.1061953315
984	0.1059192877
985	0.1058770414
986	0.1057011311
987	0.1055227085
988	0.1054411155
989	0.1053714112
990	0.1053041744
991	0.1052281405
992	0.1050689317
993	0.1049422066
994	0.1048407189
995	0.104744138
996	0.1046275265
997	0.1046144529
998	0.1045205513
999	0.1044265669
